text,model_summary,explanations,maybe,remove
"In his closing speech, prosecutor Philip Evans told Woolwich Crown Court the men had given ""lies"" and ""half truths"" as evidence during the trial. Carl Wood, William Lincoln, Jon Harbinson and Hugh Doyle all deny being part in the Â£14m theft. Four other men have already pleaded guilty to taking part in the raid. Summing up the case against the accused men, Mr Evans said the robbery had involved a ""staggering sum of money"" and had been a carefully planned operation by men who knew what they were doing. He asked the jury to consider whether the ""ringleaders"" - who had already pleaded guilty - would have trusted those on trial to look after their jewel-laden bags and not take a ""peek"" inside. ""The men who have pleaded guilty were a group who thrived on acquisitive crime - taking people's money and possessions, greed in reality. ""What they needed were people who wouldn't question that,"" he said. Referring to Mr Lincoln's claim that he did not know what was in the bags he helped move, he asked the jury whether they could ""believe that for one second?"" ""They were never going to let that significant commodity go into the hands of someone they did not trust,"" he said. Mr Evans insisted the four men had not told the truth to the court. ""On each of the four occasions that you have heard the defendants give evidence, each of them have told you lies,"" Mr Evans said. He added that it did not matter what size role each of the men had played because ""if you take part knowingly, you're guilty"". The case continues. Daniel Jones, 60, of Park Avenue, Enfield; John Collins, 75, of Bletsoe Walk, Islington; Terry Perkins, 67, of Heene Road, Enfield, and Brian Reader, 76, of Dartford Road, Dartford, have all previously pleaded guilty to conspiracy to commit burglary.",Jurors in the trial of four men accused of the Hatton Garden jewellery raid have been told they must convict them if they believe their evidence.,"['The summary states that jurors have been told they must convict the men if they believe their evidence, but the text does not state this. Instead, the prosecutor argued that the defendants had lied and emphasized that knowingly taking part makes one guilty, but no directive to convict was mentioned.']",[],0
"Saints finished fourth and Warrington's victory at Hull means they will face the League Leaders' Shield winners away from home in their play-off semi-final. Tries from Louie McCarthy-Scarsbrook and Jack Owens put Saints 12-6 up at the break, with Craig Hall responding. McDonnell's treble after the break helped to seal the win. Theo Fages added the hosts' sixth try to complete the victory, while Wakefield - who suffered a ninth successive defeat and finished bottom of the table at the end of the Super 8s - managed only a Tom Johnstone score in reply after the break. Victory extends St Helens' winning run to four matches leading up to the play-offs, with their only defeat in their past 12 games coming at Warrington in August. They now travel to face the Wolves at the Halliwell Jones Stadium on Thursday, 29 September, looking to return to the Super League Grand Final for the eighth time in 11 seasons. St Helens assistant coach Sean Long: ""Shannon had a great game and went really well against Widnes last week. He's given us a headache for next week. ""Full credit to Wakefield who had a real dig at us. We were a little bit off and it wasn't a great spectacle, but we would have taken 32-12 before the game. ""The main thing is we came through unscathed for next week."" Wakefield head coach Chris Chester: ""We played some really good football at times. We wanted to throw the ball around and enjoy ourselves and there was a lot of spirit and pride. ""We probably tried too hard in the second half but the final scoreline didn't reflect our effort. ""We have got into the top eight through hard work and we now have to continue with our progression."" St Helens: Lomax; McDonnell, Percival, Peyroux, Owens; Turner, Walsh; Vea, Knowles, Amor, McCarthy-Scarsbrook, Greenwood, Thompson. Replacements: Walmsley, Wilkin, Fages, Davies. Wakefield: Jowitt; Johnstone, Lyne, Arundel, B Tupou; Hall, Finn; Simon, Sio, Fifita, Molloy, Ashurst, Harrison. Replacements: A Tupou, Arona, Crowther, Yates. Referee: Joe Cobb .",Shannon McDonnell scored a hat-trick as St Helens beat Wakefield to secure a top-four finish in Super League.,[],[],0
"It is claimed the accounts for the Cleddau Bridge are confusing, with some showing a loss and others a profit. Motorists pay 75p - lorry drivers £1.50 - to cross between Pembroke Dock and Neyland. There have been previous calls to scrap the tolls altogether. The council said it will review both the physical and financial management of the bridge. The announcement follows a complaint from a member of the public to the Wales Audit Office, which argued that money collected by the council was not being spent in line with rules governing the bridge. The complaint also suggested that council accounts for the bridge are confusing. One set of Pembrokeshire council figures for 2013/14 show the bridge operation made a loss of £60.6m. A second set of figures for the same period suggest the loss was £9.3m. And a third set of figures state that the council actually made a combined surplus of £17.6m. Council officials have confirmed to BBC Wales that £60m deficit is in fact a 'notional' loss - and does not actually exist. The second part of the complaint to auditors is over whether the council should be allowed to make a profit - and where that money should be spent. Collecting tolls on the Cleddau Bridge is governed by legislation set out by the UK Parliament in the Dyfed Act 1987. Council leader Jamie Adams said the authority's position was that it can make a profit as long as the funds are used for other transport projects. However, he accepted that the wording of the 1987 law was unclear. Mr Adams added: ""We've simply followed the example set by our predecessor authority Dyfed. ""Certainly there are different ways to interpret the act which allow for different accounting practices to be undertaken."" The council said it plans to carry out the review of the lifetime cycle of the Cleddau Bridge by the end of March 2016.","A review of the running of a Pembrokeshire bridge is to be carried out, the council has confirmed.",[],"['The summary states the bridge is in Pembrokeshire, but the source text does not explicitly state this.']",0
"It is estimated the new law could raise up to Â£1m a year for the Welsh NHS. The bill's sponsor, Labour AM Mick Antoniw, said it would help people whose lives had been blighted by ""this terrible disease"". The insurance industry has raised concerns, questioning whether the move is within the assembly's powers. Before becoming an assembly member, Mr Antoniw was a solicitor at the legal firm which has acted for many asbestos victims and their families. Speaking before the bill was passed, he said: ""It is only right that medical costs incurred by the NHS should be recovered from those who caused the disease and used to give more support to asbestos victims and their families - for example, a cancer nurse costs Â£50,000 per annum. ""We could employ an additional 20 cancer nurses or a mixture of cancer nurses and counsellors or additional research into the cause and treatment of asbestos disease. ""It is my belief this new Welsh law can make a significant improvement to the quality of life of those whose life is blighted by this terrible disease."" Last December assembly Presiding Officer Rosemary Butler certified that the bill was within the institution's powers, but admitted it was a ""finely balanced"" decision on some aspects of the legislation. The Association of British Insurers (ABI) wrote to her and the secretary of state for Wales with a number of what it called ""serious concerns"" about the bill's lawfulness.",The Welsh Assembly has voted to allow people who developed asbestos-related cancer to claim compensation from their insurance company.,[],"['The summary states that people can claim compensation from their insurance company, but the text does not mention compensation or insurance companies in this context.']",0
"The letter was signed by leaders from Greater Manchester, Liverpool, North East, Sheffield, and West Yorkshire combined authorities. It requested a meeting with Theresa May, who has not yet commented, ""at her earliest convenience"". It stresses it is ""vital"" the north's voice is heard ""loud and clear"". It pointed out the region had a ""significantly larger"" economy than Scotland and Wales and a population greater than London. Greater Manchester's interim mayor Tony Lloyd sent the letter on behalf of himself and leaders of the Liverpool City Region Combined Authority, North East Combined Authority, Sheffield City Region Combined Authority and West Yorkshire Combined Authority. The letter noted Ms May's talks with Scotland's First Minister Nicola Sturgeon in Edinburgh and invited her to a similar meeting in Greater Manchester ""to discuss our role within the Brexit negotiations"". It read: ""The north of England has long had concerns that we are being ignored, caught between an economically and politically powerful London and an increasingly politically important Scotland."" It continued: ""As we negotiate our exit from the European Union, you have made clear that you believe in having an approach and negotiation objectives that include the whole of the United Kingdom. ""On that point we wholeheartedly agree. It is absolutely vital that the voice of the north of England is heard loud and clear."" The combined authorities were set up as part of the government's devolution agenda. This led to the Northern Powerhouse strategy, brainchild of former Chancellor George Osborne, an attempt to corral the north's population of 15 million into a collective force that could begin to rival that of London and the South East. There has been some uncertainty over its continuation following Mrs May's reshuffle and Mr Osborne's return to the back benches. However, Conservative MP for Brigg and Goole Andrew Percy was appointed as the new Northern Powerhouse minister on Sunday and a government spokesman said the Northern Powerhouse would ""continue to be a priority"".",The leaders of five combined authorities in the north of England have written to the prime minister calling for a meeting to discuss Brexit.,[],[],0
"The most extreme arctic blasts, blamed on a weather pattern known as the polar vortex, were said to have affected nearly 190 million people. In Kentucky, an escaped prisoner turned himself in to get out of the cold. Some parts of the Midwest hit -26C (-14F), as low as the Antarctic coast in winter, and much colder than the inside of a domestic freezer. Temperature records were shattered in states across the US, including Alabama, Georgia, Tennessee, Arkansas, Michigan, Maryland, Ohio, Pennsylvania and New York. It was -17C (1F) in the small town of Hell, Michigan, prompting online jokes that the weather was so bad even hell had frozen over. But it was Embarrass, Minnesota, that experienced the lowest temperature in the nation on Tuesday: -37C (-35F). That was colder than readings recently recorded on the Red Planet by the Mars Rover. A video of a meteorologist tossing a pot of boiling water into the air in Wisconsin, to demonstrate how it immediately turns to snow, quickly went viral on the internet and was widely imitated. A woman in Sioux Falls, South Dakota, was taken to hospital with severe burns after she slipped on ice while attempting the trick, spilling boiling water on herself, the Argus Leader newspaper reported. The extreme weather resulted in the usual travel chaos - nearly 2,700 US flights were cancelled on Tuesday. More than 500 rail passengers on their way to Chicago were marooned overnight into Tuesday morning in northern Illinois on three Amtrak passenger trains after drifting snow and ice covered the tracks. The big freeze was even testing the resolve of Canadians, no strangers to cold weather. Temperatures in parts of Ontario fell to -30C (-22F), causing flights in and out of Pearson International Airport to be halted for several hours on Tuesday morning. Roads in the cities of Toronto and Ottawa were coated in dangerous black ice. Freezing temperatures were recorded even in usually mild southern states. In northern Florida temperatures briefly dropped below freezing. Atlanta, Georgia, was 25 degrees below average for this time of year. ""I didn't think the South got this cold,"" Marty Williams, a homeless man in the city, told the Associated Press news agency. ""That was the main reason for me to come down from up North, from the cold, to get away from all that stuff."" People in the Midwest are still digging out from two massive snow storms recently which dumped more than 2ft (61cm) of snow. A reprieve is expected soon, however, with forecasters predicting temperatures above freezing for much of the US in the coming days.","A record-breaking cold snap has gripped much of the US, with temperatures falling as low as -37C (-35F).",[],[],0
"A classified advert in the free newspaper, the UK China Times, available throughout the UK, was used to recruit the women. It is followed by a UK mobile number that leads to a brothel in Belfast. The brothel manager, known as Lisa, who keeps half the earnings, said she was ""trying to help"" the women. Advert . BBC News NI enlisted the help of a Chinese journalist based in London. Posing as a potential recruit, she called the number in the advert and spoke in Mandarin to Lisa. After asking her age, and if she was fat, Lisa agreed to employ the journalist for sex work. She told her to fly to Belfast, bringing high heels, school girl and nurses outfits, and warned against packing too many condoms in her bag to avoid suspicion from the authorities. Lisa told the journalist that she had run two brothels but now only had one. When they met, Lisa discussed a range of sexual activities and said: ""When you make money, I make money, too. It's £70 per half hour, £100 per 45 minutes. £130 for an hour. Understand? We go fifty-fifty."" She said: ""If you can make £1,700 to £1,800 a week, I'll be laughing."" When first confronted with allegations of her criminality, Lisa refused to answer the BBC's questions. A white man, in his mid 40s, who had driven Lisa to the encounter, drove off when he saw BBC journalists. Later, Lisa wiped away tears and said in faltering English: ""My husband here doesn't know. I have family here."" Speaking about sex work she said: ""I was just trying to help [this girl]. This time is very difficult, December, January, February, No money, no customers. I'm not working, just sometimes. I didn't put that advert in the paper [since] a long time. I'm a very nice woman."" When asked about the two brothels she had run, she said: ""I'm not [running] two or three. How can I do this? I'm not a big woman."" She responded to the claims she made on the phone saying ""it's a wrong number"", and ""I think your hearing is wrong"". The full story can be heard in a BBC Radio Ulster documentary - Vice Girl or Victim - on Sunday at 12:30 GMT and on the iPlayer.",An undercover investigation by BBC News NI has found that Chinese women are being recruited to work as sex workers in Northern Ireland.,"['The summary states that women are being recruited to work as sex workers in Northern Ireland, but the text does not mention Northen Ireland as where they will work.']",[],0
"The ??359m Independent Living Fund pays out an average of ??300 a week, to help people pay for carers so they can live at home and not in a care home. It was already shut to new applicants for this year and will now shut to new claims permanently, said the minister for disabled people, Maria Miller. Payments to existing users are to continue until 2015. Ms Miller said: ""An independent discretionary trust delivering social care is financially unsustainable."" But Richard Hawkes, chief executive of disability charity Scope, said the decision to phase out the fund was ""bemusing"". ""The fund is comparatively very small and is designed to support disabled people to live at home rather than in care homes,"" he said. ""It's hard to see how phasing out this fund will do anything but narrow down options and push people towards greater dependence on the state."" The phased closure was described as ""foolhardy and lacking in humanity"" by Labour peer Lord Morris of Manchester. Lord Morris, who was the first minister for the disabled, said: ""This will not save money. If you make it harder for disabled people to live at home, it will cost more because more of them will have to be in hospitals and other places of full-time care. ""It will mean far more of them having to be in institutional care at far greater cost to the taxpayer."" The government said local authorities had a statutory responsibility to provide social care support to their residents. And it said it remained its priority to safeguard the position of the recipients of the fund. It said it would carry out a formal consultation next year on how best to continue to support existing users.",The government has announced it will phase out a fund to help disabled people live at home.,[],[],0
"The advert from the Northamptonshire Police & Crime Commissioner (PCC) called for someone who was ""resolutely client-centred and victim-focused"". The campaign group said PCCs were ""serial offenders"" in using ""jargon"". Adam Simmonds, PCC, said: ""The best communicators talk to people using the type of language they understand."" The existing chief constable, Adrian Lee, will be leaving the force in July. The candidate information pack said the force was looking for an ""agent of change"" who can get ""client-side"" and ""is a pioneer in blue-light collaboration"". Steve Jenner, spokesman for the Plain English Campaign, said: ""The sentence that 'our chief constable must be able to see beyond the horizons of convention to make the paradigm shift' is a prime example of 'ploddledegook'. ""Police and crime commissioners seem to be repeat offenders in this regard for their mangling of the English language and this advert is borderline criminal. ""Senior police officers are probably used to this kind of jargon so they will understand it but the danger is they use it when they talk to the public."" The information pack also said the chief constable should not just issue ""management speak from above"" because ""inevitably such statements of corporate aspiration can feel like yet another list of jargon and management-speak"". In response to the criticism, Mr Simmonds said: ""Anyone who knows me knows I am a straight talker, but it is a fact, highlighted by the Plain English Society, that senior police officers have to understand the type of language used in the advert. ""What I want from our next chief constable [is] someone who can talk to politicians and judges as easily as they can their own staff and members of the public."" The deadline for applications is 1 June and the job's salary will be up to Â£150,000.","An advert for a new chief constable has been branded ""borderline criminal"" by the Plain English Campaign.",[],[],0
"The UK government has announced a public consultation on the creation of five new marine protected areas in England, Wales and Northern Ireland. These areas are designed to protect harbour porpoise populations. Scientists say numbers are falling due to threats which affect their ability to catch food, breed and communicate. But campaigners have accused the Scottish government of delaying efforts to protect the species. Catherine Weller, of environmental law group ClientEarth, said: ""These new protected areas are a step in the right direction for the harbour porpoise. ""We need to ensure the areas designated are those that will offer the highest benefit to the harbour porpoise and that when designated, these sites are managed effectively. ""It's disappointing the Scottish government has stalled its consultation regarding at least three further areas, reducing the potential for comprehensive protection for the harbour porpoise in UK waters."" The Scottish government has defended its record. A spokeswoman told BBC Scotland: ""The Scottish government remains fully committed to having harbour porpoise special areas of conservation in Scottish waters, where they are fully justified and supported by the evidence. ""However, the four proposals received for Scottish waters did not fully meet the scientific requirements, which is why Marine Scotland has begun a new selection process which will progress as quickly and methodically as possible."" The Scottish government has responsibility for the conservation, protection and management of seals and cetaceans. Sixteen special areas of conservation for marine mammals have already been designated in Scottish waters.",Environmentalists have criticised the Scottish government's record on harbour porpoise conservation.,[],[],0
"Representatives from the west of Norway have been in the isles to discuss how expertise can be shared. They believe knowledge built up in Scandinavia through work in the oil and gas sector could prove key to the next stage in developing technologies. Orkney is a major Scottish hub for renewables. In January, plans for a Â£6.5m research and innovation campus in Stromness in Orkney took a step forward after the organisations driving the project agreed funding. Highlands and Islands Enterprise and Orkney Islands Council are behind the venture. The campus is aimed at supporting sectors including marine renewables.","Orkney could become a hub for renewable energy research, according to Norwegian experts.","['The summary states that Orkney could become a hub for renewable energy research, but the source text already describes Orkney as a major hub for renewables. ']","['The summary states that Norwegian experts believe Orkney could become a hub for renewable energy research, but the source text does not mention Norwegian experts making this claim. ']",0
"About 10 ""non-sponsored sleepovers"" have been logged across the world by the Swedish furniture giant this year. In the past, people have hidden themselves in stores in the US, Canada, UK, Belgium, Netherlands, Japan, Australia and Poland. Most recently, two 14-year-old girls were caught after spending the night at the branch in Jonkoping in Sweden. The craze appears to have been started by two Belgian YouTubers in August. Their video, which has had 1.7 million views, documents their exploits - including jumping on beds - after they hid in a wardrobe for three hours to avoid detection. Unlike the 14-year-old girls, however, they were not caught and walked out after spending another few hours in the wardrobes waiting for the store to open. Ikea has decided not to formally charge the Jonkoping teenagers because of their young age, but two girls who were caught in Malmo, Sweden, in October were not so lucky. According to Sydsvenskan, the 15-year-olds had been too scared of setting off the alarm to leave the cupboards they were hiding in, and were reported to police for trespassing when they were discovered in the morning. An Ikea UK spokesperson told the BBC: ""We appreciate that people are interested in Ikea and want to create fun experiences. However, the safety and security of our co-workers and customers is our highest priority and that's why we do not allow sleepovers in our stores."" A Swedish spokesman added: ""Maybe needless to say that the fun in it is overrated. A long night of sitting still, only to then risk getting into trouble with the law."" Ikea owns and operates nearly 400 stores in almost 50 nations.",Ikea has banned sleepovers in its stores after a rise in the trend.,"['The summary states that Ikea banned sleepovers after a rise in the trend, but the source text does not mention any causal link or timing between a ban and the rise in the trend.']","['The summary states that Ikea has banned sleepovers, but the source text does not mention any formal ban, only that Ikea does not allow sleepovers.']",0
"Rising energy prices pushed inflation to 1.8% in January, a near four-year high and up from 1.1% in December. Eurostat data also showed the jobless rate fell to 9.6% in December, the lowest rate since May 2009. GDP growth edged up to 0.5% in the final three months of 2016, up from 0.4% in the previous quarter. The rise in eurozone inflation last month was driven by an 8.1% jump in energy prices in January compared with the year before. The spike in the rate takes it up to the European Central Bank's inflation target of close to, but below, 2%. Some have called for the European Central Bank to further scale back its bond-buying programme. However, the ECB also looks at core inflation, which excludes energy and unprocessed food prices, in its policy decisions, and this rate remained unchanged at 0.9% in January. In December, the ECB said it would buy bonds worth 60bn euros a month from April. The 80bn euro-a-month quantitative easing scheme had been due to end in March, but was expected to be extended. The stimulus programme was an effort to increase the supply of money in the economic bloc to keep interest rates low, and encourage borrowing and spending. The European Central Bank's key job is to maintain ""price stability"" in the Eurozone, which it interprets as inflation of below but close to 2%. For the last few years it has been wrestling with inflation that its governing council considers too low, at times even below zero - a situation of deflation or falling prices. That has led the bank to choose very unusual policies intended to stimulate prices rises - ultra-low interest rates (one of its rates is negative) and quantitative easing, buying financial assets with newly created money. So with inflation now at 1.8%, pretty much in line with the target, is that job done? Time to turn the policy taps off? Not necessarily. The rise in inflation is down to higher food and especially energy prices. The impact of those factors is likely to fade and other price rises are still relatively slow. There are different views in the ECB's governing council but the majority are not likely to be in a hurry to get policy back to normal. The eurozone's unemployment rate of 9.6% in December was down from 9.7% in November and compares with a rate of 10.5% a year earlier. The countries with the lowest unemployment rates in December were the Czech Republic (3.5%) and Germany (3.9%), while countries with the highest levels of unemployment were Greece (23.0% in October 2016) and Spain (18.4%). Despite the pick-up in economic growth during the final quarter of 2016, across the year as a whole eurozone GDP rose by 1.7%, which was down from 2% in 2015. Analysts also questioned whether the recent improvement could be sustained. ""While recent economic news points to improved growth, we suspect the eurozone may find it difficult to sustain this momentum amid appreciable political uncertainties during 2017 and likely reduced consumer purchasing power due to higher inflation,"" said Howard Archer, chief UK and European economist at IHS Global Insight. ""Consequently, we suspect that eurozone GDP growth in 2017 will be no more than 1.6%. We also see growth at 1.6% in 2018.""","Inflation in the eurozone has risen to a four-year high, according to official figures.","['The summary states that inflation has risen to a four-year high, but the text specifies it is a ""near four-year high,"" not definitively a four-year high.']",[],0
"Phil Gormley said he would be ""foolish"" to rule out more armed police following the Paris terror attacks . He suggested armed police on routine duties may be appropriate in certain circumstances. The current UK threat level for international terrorism is ""severe"" meaning an attack is highly likely. Mr Gormley's predecessor, Sir Stephen House, withdrew armed police from routine patrols following a public outcry about police with guns attending minor incidents. In a briefing at Police Scotland's Tulliallan headquarters on his second day in the job, the chief constable said Police Scotland ""needs to have a very careful look"" at armed policing. ""There are lessons to be learned post-Paris around tactics, techniques, the numbers of officers that we have got and their deployment,"" he said. ""So that is a question that constantly needs to be revisited as the threat level around serious and organised crime alters and the threat level around CT (counter-terrorism) alters."" When asked if he will rule out more armed police in Scotland, he said: ""I would be foolish to do so, wouldn't I? ""If the threat from CT and serious organised crime demands that we increase our armed capacity to protect the people of Scotland, then I will need to do that."" He said a decision on deploying armed police on routine patrols ""depends what those routine duties are and it depends on the context that they are operating in"". He added: ""If the threat level is sufficiently high that we need armed officers to protect the public, then that is what we will need to provide."" Mr Gormley said he respected the Scottish government's decision to maintain its commitment to having 1,000 more police officers than the SNP inherited when it came to power. But he warned choices would have to be made to protect citizens that involve new techniques and technology as well as police officer numbers and the right mix of resources. He said Police Scotland ""do need to think about what capabilities we need for the future"" in relation to police officer numbers. ""Some of that will absolutely be about people, and some of it will be about skills, technical kit and investment,"" he said. ""Choices will have to be made. I don't want to get into a specific conversation about numbers, but I do think in the next five to 10 years the sorts of demands that police all over the UK will face will require both people and investments and new techniques and technology."" Mr Gormley backed the existing programme of control room closures, which has been slowed down following a damning inspection in the wake of two deaths after a crash on the M9 last year. He also pledged to close Police Scotland's spiralling Â£25m budget gap before the end of this financial year in April.","Scotland's new chief constable has said he will consider deploying more armed police if the threat level from terrorism is ""sufficiently high"".",[],[],0
"The government has announced contracts with Asian companies worth $4.5bn billion dollars. President Ali Bongo signed the agreements on the eve of the country's 50th anniversary of its independence from France. The projects will revamp infrastructure and create about 50,000 jobs. Gabon's oil output has been declining for years and the new deals are presented as the first steps towards diversification. The largest deal is the with OLAM, a Singapore-based company which plans to develop a huge palm oil plantation in the south east. The government wants to become the leading palm oil producer in Africa. In terms of infrastructure, the OLAM deal involves the construction of a refinery, and there are plans for a possible port. Another agreement was signed with the Indian company M3M, to build 5,000 low-cost housing units over the next two years. Ramky Infrastructure, another Indian construction company, will build 1,000 kilometres of tarred road over the next three years in a $1.5bn project that will be jointly financed by the Gabonese government. Gabon has already attracted a number of Asian investors, notably Malaysian and Chinese companies, but most of them were interested in the mining and timber sectors.",Gabon has signed a series of deals with Asian investors in a bid to diversify its economy.,[],[],0
"A Freedom of Information request revealed there were 634 reports in the 2015-16 financial year, compared with 316 the year before. Police said the rise could have been caused by changes over which incidents schools can deal with internally. An education expert called the figures ""worrying"" and said police needed to identify the reason for the increases. John Howson, who is also a former teacher, said: ""I'm extremely worried about these figures - the doubling of the violence against a person, whatever source it is or however minor."" Thames Valley Police said more incidents were now included in their figures after the Home Office clarified a policy about what must be investigated. It added: ""Recorded violent crime went up in the Thames Valley overall last year by 30% so we would anticipate an increase in violence in schools as well. ""All schools in Thames Valley have contact with police through either dedicated schools officers or neighbourhood policing teams. ""Their approach is one of preventing young people from entering the criminal justice system rather than criminalising them."" In January a survey by the Association of Teachers and Lecturers showed that, nationally, 43% of teachers four out of 10 teachers had to deal with physical violence in the past year.",The number of violent incidents reported to Thames Valley Police has more than doubled in a year.,[],[],0
"Police in Nyala, the capital of South Darfur state, fired tear gas at protesters throwing stones and burning tyres in the streets, witnesses said. Several protesters chanted slogans calling for the government's downfall. Since June, Sudan has seen sporadic protests against government austerity measures, including fuel subsidy cuts. The country's authorities have been trying to cut spending since Sudan lost three-quarters of its oil revenue when South Sudan seceded last year. Demonstrators in Nyala chanted ""No to high prices"" and ""People want to change the regime"", according to witnesses. Bothina Mohmed Ahmed, a spokeswoman for the state of South Darfur, said it was not known how the six deaths had happened, and that an investigation had been launched. Opposition activists and media accused the police of using live ammunition. The protests started on Monday when local students ""rejected the price of transport announced by the government"", Ms Ahmed said, adding that ""other groups"" had joined the protests and attacked government buildings. ""This has been happening on the main roads and in the main market area. There's been some damage to buildings,"" African Union-UN peacekeeping mission spokesman Christopher Cycmanick told AFP. The anti-austerity protests in Sudan began in June among students in Khartoum, but have since spread to other social groups and areas. They had recently dwindled as a result of the Muslim holy month of Ramadan, which began on 20 July. Until this year, Sudan had escaped the unrest characteristic of recent uprisings in Arab countries such as neighbouring Egypt, but correspondents say economic hardship caused by austerity has led to growing dissatisfaction with President Omar al-Bashir.","At least six people have been killed during anti-austerity protests in western Sudan, officials say.","['The summary states the protests occurred in western Sudan, but the text specifies that the protests occurred in Nyala, the capital of South Darfur state, without explicitly stating it is in western Sudan. ']","['The summary states that at least six people have been killed in the protests, but the text says it is not known how the six deaths happened, and an investigation has been launched.  ']",0
"The deal, to hand over the Red Sea islands of Tiran and Sanafir, was agreed during a visit to Egypt by Saudi King Salman in April 2016. It sparked rare protests in Egypt, with the president accused of ""selling"" the islands in return for Saudi aid. The deal has been subject to challenges in court over the past year. But parliament has insisted the issue lies in its jurisdiction. Final approval is now needed from President Abdul Fattah al-Sisi. Protesters gathered outside the press union in Cairo as news of parliament's approval became known. Several people, including some journalists, were detained. Mr Sisi said the islands had always belonged to Saudi Arabia and that the Saudis had asked Egypt to station troops there in 1950 to protect them. A court ruled in January that the government had failed to provide evidence that the islands were originally Saudi, although this ruling was overturned by another court a few months later. Opponents accuse Mr Sisi of violating the constitution and handing over the islands to please Saudi Arabia which has backed him financially since he led the military's overthrow of his elected Islamist predecessor, Mohamed Morsi, in 2013.",Egypt's parliament has approved a controversial deal to hand over two Red Sea islands to Saudi Arabia.,[],[],0
"Media playback is not supported on this device . At 63-63, Robertson took the first frame with a respotted black but Carter took the second with a 94 break. Carter won the third frame to go 2-1 up but Robertson fought back with a break of 43 and 57 to take a 3-2 lead. However, Carter came from behind to seize victory, as he won three straight frames including an 84 break. He will face off against Trump, who beat Ronnie O'Sullivan on Wednesday, in Friday's semi-final. Semi-finals . Judd Trump v Ali Carter . Mark Selby/Marco Fu v Ding Junhui/Anthony Hamilton . Quarter-finals . Mark Selby v Marco Fu . Ding Junhui v Anthony Hamilton . Neil Robertson 3-5 Ali Carter . Ronnie O'Sullivan 3-5 Judd Trump . Round one . Stuart Bingham 1-5 Anthony Hamilton . Ronnie O'Sullivan 5-1 Liang Wenbo . Mark Selby 5-4 Ryan Day . Marco Fu 5-1 Anthony McGill . Barry Hawkins 0-5 Neil Robertson . Judd Trump 5-2 Mark King . Ding Junhui 5-4 John Higgins . Ali Carter 5-4 Shaun Murphy .",Ali Carter beat Neil Robertson 5-3 to set up a World Championship semi-final against Judd Trump.,"['The summary states that the match was part of the World Championship, but the source text does not mention the World Championship.']",[],0
"In 1903, scientists decided Brontosaurus was a more complete specimen of a different dinosaur. But many more specimens of plant-eating sauropod dinosaurs are now known, revealing Brontosaurus to be different enough to warrant its own name. The results have been published in the open access journal PeerJ. The name Brontosaurus goes back to the so-called Bone Wars of the late 1800s, when rival fossil hunters Othniel Charles Marsh and Edward Drinker Cope raced new dinosaur names into the scientific literature. In their quest for new specimens, Marsh and Cope were drawn to the rich fossil beds of the American west. Marsh's team found two long-necked sauropods. He named one Apatosaurus ajax (Apatosaurus means ""deceptive lizard"") and the second skeleton Brontosaurus excelsus (Brontosaurus means ""noble thunder lizard""). Shortly after Marsh's death, a team from the Field Museum of Chicago found another dinosaur skeleton similar to both Apatosaurus ajax and Brontosaurus excelsus, but with features deemed intermediate between the two. This led the scientists to conclude that Apatosaurus and Brontosaurus were just different species within the same scientific genus. Apatosaurus took precedence because it had been named first so, Brontosaurus excelsus became Apatosaurus excelsus. But the name Brontosaurus is still known by several generations of schoolchildren. It's not entirely clear why the name stuck, but it may be to do with its origins in the Bone Wars, when there was intense public interest in the discovery of new dinosaurs. It may also be because of the evocative meaning: ""thunder lizard"". Now, Emanuel Tschopp from the New University of Lisbon in Portugal and colleagues applied statistical techniques to calculate the differences between species and genera of diplodocid dinosaurs (the large-scale grouping that includes Apatosaurus as well as other long-necked plant eaters). It is only with new finds of dinosaurs similar to Apatosaurus and Brontosaurus in recent years that it became possible to undertake a detailed investigation of how different they were. ""Until very recently, the claim that Brontosaurus was the same as Apatosaurus was completely reasonable, based on the knowledge we had,"" said Mr Tschopp. To their suprise, Brontosaurus emerged from the analysis as a distinct dinosaur. ""The differences we found between Brontosaurus and Apatosaurus were at least as numerous as the ones between other closely related genera, and much more than what you normally find between species,"" explained Roger Benson, a co-author from the University of Oxford. Thus, the researchers argue that it is now possible to resurrect Brontosaurus as a genus, different from Apatosaurus. Prof Paul Barrett, of London's Natural History Museum, who was not involved in the research, told BBC News: ""This paper is the most comprehensive study produced to date on the evolution of Diplodocus and its closest relatives and sets out some really interesting new ideas on how these animals are related, and how they should be classified. ""The author finds a number of ways in which the original specimens of Brontosaurus and Apatosaurus can be separated from each other and uses these to resurrect Brontosaurus as a separate entity. ""The conclusions seem entirely reasonable to me, as they are well argued and well supported, and it will be interesting to see how how quickly these suggestions are adopted by the community."" Marsh's case was not helped by making an incorrect reconstruction of Brontosaurus' skull because of the limited material available at the time. He had assumed it was boxy, like another long-necked dinosaur from the western US known as Camarasaurus. But research in the 1970s showed that Apatosaurus - and thus ""Brontosaurus"" - would have had a slender, horse-like skull. This gave rise to a popular myth that ""Brontosaurus"" was simply an Apatosaurus with the wrong head. Follow Paul on Twitter.","Brontosaurus excelsus is a distinct species of dinosaur, according to a new analysis.",[],[],0
