text,model_summary,explanations,maybe,remove
"The 24-year-old, who has 26 caps for his country, has signed a deal, subject to a medical, until May 2018. Sarto said: ""Glasgow Warriors are a massive club and play a great style of rugby. ""I wanted to move to the UK as I know the standard of rugby is high and I want to improve my game. Joining a club like Glasgow will help me do that."" Sarto knows Warriors well, having played against them for Zebre in the Pro12, and scored a try when making his international debut against Scotland in the South African Quadrangular Tournament in 2013. ""I've always known Glasgow is a great club and I know Simone Favaro is enjoying it there,"" he said of the 27-year-old back-row forward. ""I hear the fans love him and I hope I will have a similarly good relationship with them when I move over."" Glasgow head coach Gregor Townsend said Sarto was a player Warriors ""had been tracking for a while"". ""Leonardo has been one of the best wingers in the Guinness Pro12 over the past few seasons and has an ability to break tackles,"" he added. ""He has also performed well at Test level and had an excellent all-round game against Scotland last month. ""We believe that he will make further improvements in our environment and will add to the competition for places in our backline.""",Glasgow Warriors have signed Italy winger Leonardo Sarto from Zebre.,"[""The source text doesn't state that Zebre was the last team they played for."", ""The source text doesn't state that Sarto is from Italy""]",[],0
"Cantona said on Thursday that Deschamps intentionally left two players of African origin, Karim Benzema and Hatem Ben Arfa, out of the squad. ""Benzema is a great player. Ben Arfa is a great player,"" he told the Guardian. ""But Deschamps, he has a really French name. Maybe he is the only one in France to have a truly French name."" He went on to say: ""Ben Arfa is maybe the best player in France today. But they have some origins. I am allowed to think about that."" Speaking to French sports newspaper L'Equipe, Deschamps' lawyer called the remarks ""unacceptable, slanderous and defamatory"" and said his client would sue. Benzema's failure to qualify comes after he was issued a domestic ban for his involvement in an alleged blackmail scandal over a sex tape. France's Prime Minister Manuel Valls said publicly before the selection that the Real Madrid striker ""has no place"" in the team. Ben Arfa, who plays for Nice and previously played for Newcastle and Hull, is among the reserves for the tournament so could still be called up to cover for injury. Noel Le Graet, the head of the French Football Federation, called Cantona's allegation ""ridiculous."" Cantona and Deschamps, who are former France teammates, have fallen out numerous times since they played together in the mid-1990s. Cantona has previously called Deschamps a ""muppet"" and a ""vulgar water carrier"", a football insult implying Deschamps was good only to pass the ball to others. Cantona was dropped from the French national team in 1995 after he attacked a fan during a Manchester United game with a kung fu-style kick. He never played for France again.",France coach Didier Deschamps is to sue Eric Cantona after the former Manchester United striker accused him of racial discrimination.,"['The summary gives the first name for Deschamps which is not in the source text.', 'The summary gives the first name for Cantona which is not in the source text.']",[],0
"Hosted by CBBC presenter Cell Spellman, the new show will split into two parts, one devoted to new pop music with the other playing number one hits. The 19-year-old called his new posting ""a privilege and an honour"". The Official Chart will move to Fridays on 10 July to coincide with a new global release day for music. Presenter Greg James will kick off at 16:00 BST every Friday as 45 countries launch New Music Fridays. Spellman made his Radio 1 debut in 2013, standing in for Dan and Phil on Radio 1's Request Show. He presents CBBC's Friday Download and the CBBC Official Chart. Radio 1 controller Ben Cooper said: ""Radio 1 and CBBC are changing the way radio and TV work together to create great content for young new music fans on their radio and phone. ""Cel has proven how influential he is to young audiences and I can't wait for him to start."" Spellman said: ""The best station on national radio has been responsible for introducing me to so much incredible and varied music over the years, I just hope I can return the favour and help make those car journeys a little more memorable for the listeners with a mix of fun, top tunes and a little bit of cheeky chat!""",BBC Radio 1 is to launch a new show called New Music Fridays in July.,"['The summary is not correct because it adds info not found in the source text about who exactly will start the show', 'The summary is not correct because it adds info not found in the source text about when the show will start ']",[],0
"MSPs are studying Scotland's options going forward following the UK's vote to leave the EU. The committee has already reconvened once during the summer recess to take evidence from business leaders and economists. And convenor Joan McAlpine said they had only ""scratched the surface of identifying the true impact"" of Brexit. She appealed for businesses, organisations and individuals from across Scotland to engage with the committee by sending in written submissions or volunteering to give evidence. The committee is looking for views on the alternatives to EU membership and the implications of these on Scotland, how the withdrawal process might be managed at the EU and UK level, the positions likely to be taken by other EU member states and the contribution that EU citizens make to Scotland's economy and society. These views will inform the questions MSPs will put to Scottish and UK government ministers later in the year. Ms McAlpine said: ""Scotland is interconnected with the EU across a number of areas. From people, to investment, students, research and regional development funding to name a few. We need to understand both in the long and short term how Scotland will change as a result of this vote. ""More importantly when we hear from the Scottish and UK ministers later on this year, we will put to them some of the initial views we have heard in order to seek to influence the long and lengthy negotiations that will now follow."" The committee took the unusual step of meeting during Holyrood's recess for a first round of evidence-gathering from a range of groups. They heard claims that Scotland's fishing industry could show ""world leadership"" having been ""unleashed"" by the Brexit vote. MSPs were also told that it was ""vastly important"" to get the right deal with the European Union in the coming negotiations to ensure that talent and ideas can still move across borders. The Scottish government is also studying the country's future links with Europe, with First Minister Nicola Sturgeon setting up a special advisory council and laying out her views on Scotland's key interests in the Brexit talks.",The Scottish Parliament's Brexit committee has launched its second round of evidence-gathering.,"['The summary is not correct because it describes the committee as the ""Brexit committee,"" but the source text doesn\'t actually refer to it that way, just as a committee of MSPs.']","['The summary states that the committee has launched its second round of evidence-gathering, but the text only mentions the first round of evidence-gathering.', 'The summary states that the second round of evidence-gathering has been launched, but the text does not mention that a second round has been launched.']",0
"Samir Hussain suffered severe burns and was scarred for life in the unprovoked attack in the Cineworld car park in Crawley, West Sussex, in August 2015. Michael McPherson, 28, from south-west London, threw the acid after leaving a screening of Straight Outta Compton. At an earlier hearing at Hove Crown Court, he admitted wounding with intent to cause grievous bodily harm. Lee Bates, also from south-west London, was with McPherson at the time of the attack. He admitted common assault in February, and was given a two-year conditional discharge for his role in the attack. Mr Hussain, 29, from Redhill in Surrey, still has to wear a mask to protect his face, and has had several skin grafts. He suffered severe burns to his face, neck and right arm.",A man who threw acid in the face of a cinema-goer has been jailed for eight years.,"['The summary states the man was jailed for 8 years, but the source text does not specify his sentence']",[],0
"Marcos Rojo put Argentina ahead from Lionel Messi's free-kick and Javier Pastore made it 2-0 with a low shot. Lucas Barrios pulled one back from 20 yards, but Angel Di Maria then netted twice, slotting in from Pastore's pass and then converting a rebound. Sergio Aguero headed in a fifth and Gonzalo Higuain blasted in a sixth. It was an impressive victory from Gerardo Martino's side as La Albiceleste moved into the Copa America final for the third time in four competitions and will play Chile in Santiago on 4 July. Although he did not score, it was another influential performance from skipper Messi, who had a hand in three of the six goals. His free-kick led to Rojo opening the scoring in the 15th minute and then the four-time World Player of the Year created the second with a jinking run before setting up the impressive Pastore. Paraguay, 85th in the world rankings, had recovered from a two-goal deficit in their group game against Argentina, which ended 2-2. Barrios, who scored a last-minute equaliser in that match, netted again, just before half-time with a fine effort from 20 yards out. But there was to be no fightback this time. Early in the second half, Pastore released Di Maria who slid the ball underneath goalkeeper Justo Villar. Argentina made it four as Messi led a counter attack and set up Pastore, whose shot fell to Di Maria to finish into an open goal. Di Maria's cross was then headed in by Manchester City striker Aguero before substitute Higuain scored a stunning sixth to complete the rout.",Argentina thrashed Paraguay 6-1 to reach the final of the Copa America.,[],[],0
"A newspaper report has suggested the UK government plans to ""scale back and axe rail electrification projects"". During Prime Minister's Questions, Mr Cameron told Plaid Cymru MP Jonathan Edwards that ministers were committed to the London-Swansea scheme. But he said Network Rail needed to get its costs ""under control"". Mr Edwards asked: ""Can you inform the house and the people of Wales whether it continues to be the policy of your government to complete [the upgrade] to Swansea by 2018 and part-fund the Valley lines?"" Mr Cameron replied: ""We're absolutely committed to electrifying the Great Western Main Line to Cardiff, through to Swansea. ""We're also contributing Â£125m to the cost of the wider Valley lines electrification. It's vital that this work goes ahead. ""We do need to make sure that Network Rail gets its costs under control and has strong leadership in place and we'll make sure those things happen.""","Prime Minister David Cameron has said it is ""vital"" work on electrifying the Great Western Main Line to Cardiff goes ahead.","[""The first name of Cameron isn't mentioned at the source text""]",[],0
"The Department of Health is launching an eight-week consultation on Monday to expand the rating programme which is run by the Care Quality Commission. The government want the ratings to cover up to 1,000 facilities including those offering pregnancy termination services and substance misuse advice. The health secretary said it would help end the ""lottery"" of poor practice. ""Anyone who chooses to have a cosmetic procedure should have high quality and safe care - and that's why we have a tough regulator in place to help people make an informed decision,"" Jeremy Hunt said. ""Our proposals to extend the CQC's powers to rate more providers are an important step forward in improving standards and will help to end the lottery of poor practice in parts of the cosmetic industry."" The proposals also involve rating independent community health providers, ambulance services and dialysis units, with 100 cosmetic surgery clinics among the 1,000 providers who could be rated. The CQC has rated more than 10,000 providers since 2014 but it has focused on providers with the most patients, including NHS Trusts, Foundation Trusts, GP practices, adult social care providers and independent hospitals.. It does currently inspect cosmetic surgery clinics, - but does not rate them as being ""outstanding"", ""good"", ""requires improvement"" or ""inadequate"" and publish the results online, as it does with hospitals and GPs. Officials believe extending the scheme is a necessary step towards improving safety and informed choice after high profile scares such as the PIP breast implant scandal in 2012.",Hundreds more health and social care providers in England could be rated by the health watchdog.,"['The summary states social care providers could be rated in the future, but according to the text they were rated, and now the rating will focus on other health care providers such as those offering pregnancy termination services and substance misuse advice', 'The summary specifies that the providers are in England, but the text does not limit the scope of the proposal to England.']",[],0
"The framework agreement, struck after intensive talks, aims to prevent Tehran making a nuclear weapon in exchange for phased sanction relief. Iran and the six world powers involved must now finalise the deal. Iranians have been celebrating in the streets but Israel says the deal threatens its survival. ""This will be a long-term deal, that addresses each path to a potential Iranian nuclear bomb,"" the US President said in a statement after the deal was announced. ""If Iran cheats, the world will know it,"" he said, adding that the agreement was based not on trust but on ""unprecedented verification"". He said that if the deal is finalised, ""we will be able to resolve one of the greatest threats to our security, and to do so peacefully"". According to ""parameters"" of the agreement published by the US state department, Iran must reduce the number of its centrifuges that can be used to enrich uranium into a bomb by more than two-thirds. It also has to redesign a power plant so it cannot produce weapons-grade plutonium, be subject to regular inspections, and agree not to enrich uranium over 3.67% - far less than is required to make a nuclear bomb - for at least 15 years. ""There's new state of the art technology that will be used,"" US Secretary of State John Kerry told the BBC. ""We will have tracking of their uranium from the cradle to the grave."" There's been celebration through the night across Iran and a hero's welcome for Foreign Minister Javad Zarif. But the deal he's brought home has been dismissed by hardliners who say Iran surrendered too much in exchange for too little. John Kerry also faces a mix of support and scepticism in the US Congress. The loudest condemnation has come from Israel's Prime Minister Netanyahu, who insists this deal doesn't block but helps Iran build a nuclear bomb. As hard as it was to reach this preliminary agreement, it will be even harder to draft a final deal by the end of June. But, if negotiators do it, it will be a victory for diplomacy which, they believe will make the world a much safer place. A deal that buys time . The framework agreement was announced by the European Union and Iran after eight days of intense negotiations in the Swiss city of Lausanne. Western powers have long distrusted Iran's assertions that its nuclear programme is peaceful. The talks at Lausanne's Beau-Rivage Palace hotel between Iran and the so-called P5+1 - the US, UK, France, China and Russia plus Germany - continued beyond the original, self-imposed deadline of 31 March. The Iranian foreign minister, Javid Zarif, called it a ""win-win outcome"", but warned: ""We have taken a major step, but are still some way away from where we want to be."" The parties have set a deadline of 30 June to reach a comprehensive pact, but these negotiations are expected to be tougher than those that led to the framework agreement. Even so, there was jubilation overnight on the streets of Tehran. If the deal is implemented it should mean the eventual lifting of sanctions that have crippled the Iranian economy. Unusually, the US President's speech was aired live on Iranian state television, with some Iranians taking ""selfies"" with Mr Obama as a backdrop. There was anger though from Israel, whose leader Benjamin Netanyahu has been a vocal critic of Iran and told President Obama the deal threatened the survival of Israel. The Israeli prime minister said it would ""increase the risks of nuclear proliferation and the risks of a horrific war"", according to his spokesman. In the US, the deal has been criticised by members of Congress who want US lawmakers to have the right to review any final agreement. US House Speaker John Boehner said the deal represented an ""alarming departure"" from Mr Obama's original goals and that Congress should review the deal before sanctions on Iran were lifted.",US President Barack Obama has hailed a preliminary agreement on Iran's nuclear programme.,"[""Obama didn't directly hail the agreement or make comment about it in the source.""]",[],0
"Larger companies like Welsh National Opera (WNO) and National Theatre Wales (NTW) will see budgets fall. Altogether, 67 organisations will share a funding pot of £27.5m. ACW chairman Prof Dai Smith said it had been a ""challenging"" process but a third of organisations - mostly smaller arts groups - will not see any cut. Opera, theatre and dance companies, as well as educational groups and arts centres, will be finding out about their proposed budgets for 2016/17. The funding announcement is the final stage of ACW's investment review, the first in five years. It has now decided how many companies should continue to receive regular core funding, and how much they deserve. ACW has created a new Arts Portfolio Wales which sees 67 companies receiving funding for their core work, while two organisations receive lottery funding for specific projects and events. Companies which receive less than £150,000 have been protected from any cuts. The largest beneficiary of Arts Council funding, WNO, will see its funding fall from £4,539,538 in 2015/16 to £4,380,654 in 2016/17. But the budgets of two organisations which receive annual grants have been increased. Ballet Cymru's funding rises from £193,842 to £243,842 while Sinfonia Cymru's budget almost doubles from £111,459 during the current financial year to £210,459 from April. As well as distributing annual grants to fund the core work of Welsh arts companies, called revenue funding, ACW also distributes lottery funding for specific projects. Prof Smith said the ACW was determined to be ""bold, brave and far-reaching"". ""In spite of a further £1.5m cut in Welsh government funding, we have been able to sustain a nationwide network of high-performing organisations. ""We have also protected them against the full impact of the cuts."" Of the companies that will receive funding from April, four companies will be members of the portfolio for the first time: . During the investment review a total of 94 companies applied for more than £32m from ACW. As well as four new companies, five others were told they would not continue to be funded from April 2016: .",Arts Council Wales (ACW) has announced how much funding it will give to Welsh arts organisations in the next financial year.,['The summary makes up the full name of the ACW'],"['The summary states that the funding is for the next financial year, but the text specifies the funding is for 2016/17, which is not necessarily the next financial year depending on the current date.  ']",0
"Zafreen Khadam, 32, is alleged to have posted links to execution videos and guides for would-be terrorists on Twitter and Whatsapp under names such as 'PrincessKuffar'. Prosecutors say the posts ""glorified"" IS and ""encouraged terrorism"". Miss Khadam, of Vincent Road, Sheffield, denies the charges. Simon Davis, prosecuting, told Sheffield Crown Court she described Kuwaiti-born Mohammed Emwazi - nicknamed ""Jihadi John"" - as ""kind of scary"" but said she ""would marry him"". In another message, he said, Miss Khadam declared she wanted ""to live the IS life"" and ""supports IS and supports the mujahideen"". ""The prosecution case is that this defendant was disseminating terrorist information or propaganda, or spreading the word,"" Mr Davis said. ""Our case is that her intention was to encourage people to commit, prepare or instigate acts of terror."" Jurors heard Miss Khadam shared the links using 14 different accounts, after several were closed down by Twitter. The description for one Twitter profile shown to the jury, 'PrincessISback6', read: ""Love Nuttella and kittens. I hate coconuts more than kufr. Used to date but then I found Allah. Pro Jihadi John's left hand"". Among the links shared were videos of Kurdish fighters being executed, seven issues of ""terrorist publication"" Dabiq and a speech entitled 'What is Terrorism?', the court heard. The jury heard Miss Khadam had confirmed in interview that links to the magazines were posted by her. Mr Davis said Miss Khadam had also provided a link to a document called Jihadi John and the Right to be Violent, and another which gave tips on how to hide from the authorities. He said: ""This is effectively a guide for a would-be terrorist to evade detection from the law enforcement agencies, and she favourited that."" Miss Khadam denies ten charges of disseminating terrorist publications between February and March 2015. The trial continues.","A woman described so-called Islamic State's ""Jihadi John"" as ""scary"" and said she wanted to marry him, a court has heard.","['There is no mention of the IS in the source text as the Islamic State, as it was mentioned in the summary ']","['The summary states the woman said she wanted to marry ""Jihadi John,"" but the source text says she said she ""would marry him,"" which is not the same as expressing a desire to marry him.  ']",0
"The questions were answered by 131 leaders, out of 253 new Clinical Commissioning Groups (CCGs). A third said they felt under pressure to become larger, and two-thirds expressed fears that they might inherit debt. The Department of Health said it expected parts of the NHS to work together to resolve any deficits. The survey was organised by NHS Alliance and the National Association of Primary Care, which have joined forces to represent CCGs, who will take over buying and organising NHS services. 36% of GPs and other leaders who responded to the survey said they were under pressure from NHS managers to become bigger, so they could pass a viability test next month. And 67% suspect they will have to deal with some legacy debt from former primary care trusts (PCTs) when the new system begins in England in April 2013. Dr Michael Dixon, who heads the NHS Alliance, said: ""Having a board with other clinical representatives and allowing for audit will be expensive. ""So the CCGs need to reach a critical mass in terms of size. But there's a risk of ending up recreating the old system of 150 primary care trusts. ""We're very concerned about the possibility of debts. My GP leaders don't want to be in the position of decommissioning services. ""It's been accepted that the CCGs shouldn't inherit deficits. But in practical terms, the squeeze on NHS finances is greater than people realise. ""Savings can be made in reducing referrals by GPs - but that won't achieve all the efficiencies that are needed. ""So there's concern not just about deficits but also the ongoing savings that are needed - and whether the CCGs will have sufficient budgets. It could be a double whammy."" Dr Dixon defended the idea of GPs taking a more active role in rationing treatment under the new system. He said: ""The NHS isn't some sort of soup kitchen where everyone can just pile in. ""GPs have always had to be responsible for the use of NHS resources, and to think about balancing them against the greater good. ""People are presenting this as a brave new world - but it's something we're doing anyway. ""Rationing is the duty of every patient, commissioner and manager - or we won't have a sustainable NHS."" Dr Dixon said though that he agreed with the British Medical Association that GPs should not receive bonuses for saving money. A Department of Health spokesman denied officials were being prescriptive about the size of CCGs. He said: ""There are widespread variations in the size and population coverage of PCTs and there is no single 'right' size."" ""CCGs will not be responsible for PCT debt that arose before this current financial year. ""During 2011/12 and 2012/13, we expect PCT clusters, PCTs and developing CCGs to work together to resolve PCT deficits.""","More than half of GPs and other NHS leaders in England say they fear they will have to deal with legacy debt, a survey suggests.",['The summary incorrectly includes NHS leaders in the survey results'],[],0
"Figures from eight health trusts showed 53,024 people visited between 1 and 25 December, but only 29% needed emergency treatment. Other inappropriate visits during the period included patients with colds or excessive alcohol consumption. Health bosses warned that seriously ill patients could be put at risk. Source: Hospital trusts in the north east . The figures were released by hospitals including Newcastle's Royal Victoria Infirmary and Freeman Hospital, Sunderland Royal Hospital, University Hospital of North Durham, Darlington Memorial Hospital and Gateshead's Queen Elizabeth Hospital. Speaking on behalf of the hospitals, David Evans, chief executive of Northumbria Healthcare NHS Foundation Trust, said: ""Many of the attendances the region's hospitals are seeing are for common winter illnesses such as bad colds, viruses or stomach bugs, which always circulate in the community at this time of year. ""These are best looked after at home with over the counter medication, plenty of fluids, rest and recuperation - they certainly do not need a trip to A&E.""","A&E departments in the north east of England received more than 50,000 inappropriate visits in the run-up to Christmas.","['The summary  makes up the section and country', 'The summary states there were more than 50,000 inappropriate visits, but the source text says 53,024 people visited A&E, and only 29% of these needed emergency treatment. This does not equate to more than 50,000 inappropriate visits.']",[],0
"Committee chairwoman Bethan Jenkins said it would ""better reflect Welsh life"" and AMs were pleased it was being considered by the corporation. AMs also called for an extra Â£30m to be spent each year on BBC English-language drama and broadcasting about Wales. The BBC said plans for more spending would be announced ""in due course"". The broadcaster has previously conceded aspects of Welsh life had not been ""sufficiently captured"" by its TV services in Wales. During its inquiry into the state of the broadcast media industry in Wales, BBC Director General Lord Hall told the Culture, Welsh Language and Communications Committee that putting Wales-based news bulletins on Radio 1 and 2 was being discussed as part of a review. Ms Jenkins said her committee believed ""flagship stations such as Radio 1 and Radio 2 should carry Wales-specific opt-outs for their news programmes to better reflect Welsh life"". AMs were ""pleased to hear"" this was being seriously considered, she added. The committee's report said there should be no more funding cuts for S4C until an independent review of the channel had been completed. It also called on ITV Wales to take a more proactive approach to getting its programmes broadcast across the ITV network. A BBC spokeswoman said: ""We've said that improving how we portray and represent the different nations of the UK - including Wales - on our UK-wide services is a priority for the new Charter period. ""As part of this we've committed to spending more on English-language television programming in Wales and will set out the proposals in due course.""","The BBC should put Wales-based news bulletins on Radio 1 and 2, the assembly's culture committee has said.",['Source text does not explicitly support the claim that the committee where the discussion took place was an committee of the assembly.'],[],0
"The performer then forgot to switch his microphone off as he was sick. Ramsey was only a few minutes from the end of his show at Aberdeen Music Hall when he felt sick. The comedian, who was performing in the Granite City as part of a UK-wide tour, had earlier warned his audience that he was unwell. He told fans on his twitter: ""As a lot of you will already know, I had to run off stage last night in Aberdeen and projectile vomit was all over the place. It was beyond grim."" As well as stand-up, Ramsey starred as Jack Pearson in BBC Two sitcom Hebburn, set near his home town of South Shields in north east England. Ramsey has also appeared on the BBC's Live at the Apollo and is a regular panellist on Channel 4 series Celebrity Juice.","Comedian Dean Ramsey has been forced to abandon a show in Aberdeen because of "" projectile vomit"".","[""The source text does not mention Ramsey's first name.""]",[],0
"The experienced striker scored both goals in a 2-0 victory over Annan Athletic in the League Cup on Saturday. Having joined the club for the third time in June 2015, the 33-year-old has netted 109 goals for the Rugby Park outfit. ""When you have the finishing ability he has, you can't write a guy like that off,"" McCulloch told BBC Scotland. ""I've seen it for the last 15 years. Kris Boyd has been written off at every opportunity because he's a bit more high-profile than most."" Ayrshire-born Boyd made his first ever appearance for Killie in May 2001 and is one of the oldest players in McCulloch's squad. ""He's always good in the dressing room, and even when he's not scoring,"" McCulloch said. ""People like to focus on what he's not doing but I focus on what he is doing. He's always talking and organising on the pitch, which helps me, and he's vocal in the dressing room."" Kilmarnock have taken six points from three matches so far in the League Cup first round and sit joint top of group E, having sustained a 1-0 derby defeat at Ayr United in their opening match of the competition. ""After the first match we knew we had to put a couple of wins together and we've done that,"" added McCulloch. ""We played slightly different today and it worked for us."" Winger Chris Burke made his second appearance for the club since impressing as a trialist and signing a one-year-deal. ""It's a bright future,"" Burke, 33, said. ""We've got some great young players here at this football club and we've got a nice balance of some experienced players as well. ""We pass the ball well, we move the ball well, we've got combination play, we're scoring goals, we're all comfortable on the ball and it shows the belief that we have in each other.""","Kilmarnock manager Lee McCulloch says Kris Boyd has been written off ""at every opportunity"" during his career.","[""The summary makes up McCulloch's first name"", ""The summary makes up McCulloch's role "", ""The summary makes up McCulloch's organizational affiliation""]",[],0
"The Kyrgyz National Security Committee (GKNB) named the prime suspect as Akbarzhon Jalilov, a 22-year-old with Russian citizenship, born in the Kyrgyz city of Osh in 1995. He is thought to be among the dead. The hunt is on for possible accomplices. Russian officials suspect that he had links to so-called Islamic State (IS). So far few details have emerged about Jalilov. There are unconfirmed reports that he was an ethnic Uzbek. Russia's State Investigative Committee said ""an explosive device could have been detonated by a man whose body parts were found in the third carriage of the train."" ""The man has been identified but his identity will not be disclosed for now in the interests of the investigation,"" the statement added. The bomb blew up in a train carriage which had just left Sennaya Ploshchad station. The driver managed to continue to Tekhnologichesky Institut station. Later a similar device was found propped up against a wall at another city metro station, Ploshchad Vosstaniya. The Russian news website Gazeta.ru reports that the bombs were concealed in car fire extinguishers, with ball bearings taped to the outside. The one which exploded is said to have been carried in a rucksack. Reports say Jalilov had been living in St Petersburg for six years and had used several passports. He had worked as a chef in a St Petersburg sushi restaurant, Gazeta reported. Kyrgyz investigators are working with Russian authorities on the case. Reuters news agency spoke to people in Osh who said Jalilov was from an ethnic Uzbek family. They said they knew his parents but had not seen him for years. They said his father worked as a panel-beater in a car repair shop. IS has recruited many Islamist militants from Central Asian republics and from Chechnya in the North Caucasus. Russian aircraft and cruise missiles have targeted IS and other rebel groups in Syria - a vital intervention for embattled Syrian government forces. Osh - Kyrgyzstan's second-largest city - was the scene of inter-ethnic clashes between Uzbeks and Kyrgyz in June 2010, in which hundreds of people died. Home to a large ethnic Uzbek community, the city was the power base of former president Kurmanbek Bakiyev, who was overthrown in April 2010.",Kyrgyzstan has confirmed that a man suspected of carrying out Monday's St Petersburg metro bomb attack was born in the country.,"['The source text does not mention that the attack happened on Monday ', ""The source text does not mention that the attack's location was St. Petersburg.""]",[],0
"The ex-Reading defender denied fraudulent trading charges relating to the Sodje Sports Foundation - a charity to raise money for Nigerian sport. Mr Sodje, 37, is jointly charged with elder brothers Efe, 44, Bright, 50 and Stephen, 42. Appearing at the Old Bailey earlier, all four denied the offence. The charge relates to offences which allegedly took place between 2008 and 2014. Sam, from Kent, Efe and Bright, of Greater Manchester, and Stephen, from Bexley, are due to stand trial in July. They were all released on bail.",Former Premier League footballer Sam Sodje has pleaded not guilty to fraud charges.,"['Source text does not support premier league footballer title as in summary. The source text states the title as Reading defender.', 'The summary states that Sam Sodje has pleaded not guilty, but the source text says he denied the charges, which is not necessarily the same as formally pleading not guilty in court.  ']",[],0
"RGU said a downturn in the regional economy due to the falling oil price had affected the university's income. It also reported a reduction in demand for courses from students from oil-producing countries. RGU said the aim was for the savings to be made through a voluntary redundancy scheme. Prof Ferdinand von Prondzynski, principal of the university, said: ""RGU will embark on a period of re-profiling its workforce to address the financial challenges and our strategic needs, allowing us to pursue ambitious targets for the successful, sustainable development of the university. ""We will continue to make a leading contribution to economic growth here and across Scotland, widening access to higher education, and the availability of high value knowledge and skills for the economy and society."" An additional £2m of savings are to be made via operational costs.",Aberdeen's Robert Gordon University (RGU) has announced plans to make £6m of savings over the next three years.,"['The summary makes up it being in Aberdeen', 'The summary makes up the total amount of planned savings', 'The summary makes up the time period', 'The summary makes up that the university is named Robert Gordon University, it is only called RGU in the source text']",[],0
"Robinson was left upset by a number of refereeing decisions as his side conceded twice in the final three minutes to draw 3-3 at home to Bristol Rovers in League One on Tuesday. ""Maybe we need to cheat a little bit more, go down, scream, maybe we need to do that,"" he told BBC Three Counties. ""Honesty in the way we're doing things doesn't seem to be getting the right rewards."" After relegation from the Championship, MK Dons have won just four times in League One this season and have not recorded a home victory in 12 league games - a record that stretches back to March. ""Stay on your feet, be disciplined, but you've seen tonight that's clearly not the case,"" added Robinson, who has been in charge of the club since May 2010. ""If you stay on your feet you don't get the foul. Ultimately you lose the football and you get countered on or you get kicked in your own area by a centre forward who finds himself two yards out tapping it in.""","MK Dons manager Karl Robinson has suggested his players may need to "" cheat a little bit more"".","['The source text alone does not evidence that ""karl"" is the first name of robinson']",[],0
"The 28-year-old MTN-Qhubeka rider maintained his 13-second lead over Team Sky's Wouter Poels on Sunday's 14-lap final stage around central London. Team Sky's Elia Viviani was awarded the stage win after Andre Greipel, who crossed the line first, was penalised. Owain Doull, riding for Team Wiggins, was the highest placed Briton in third. The Welshman finished 10th on the stage but picked up bonus seconds in the intermediate sprint to leapfrog Rasmus Guldhammer to end the race 42 seconds behind Boasson Hagen and also win the points classification. Germany's Griepel beat Viviani by milimetres in Saturday's penultimate stage and was again first over the finish line on Sunday. However, the Lotto-Soudal rider was adjudged to have impeded Viviani in the sprint for the line and was relegated to the back of the bunch by race officials. ""I didn't see Viviani coming,"" said Greipel. ""Everybody was on the limit on the final corner. I didn't do anything for purpose that's for sure. That's sprinting."" After winning his third stage of the race, Italian Viviani, who crossed the finish line with his hand in the air in complaint, said: ""He came across a little bit and that edged me towards the barriers. ""I'm disappointed because it is better to win without this but we won in London and that is the main thing."" Stage eight result: . 1. Elia Viviani (Ita/Team Sky) 1hr 50mins 16secs, . 2. Juan Jose Lobato Del Valle (Esp/Movistar) same time . 3. Matteo Trentin (Ita/Etixx-Quickstep) 4. Edvald Boasson Hagen (Nor/MTN-Qhubeka) 5. Jens Debusschere (Bel/Lotto-Soudal) 6. Sondre Holst Enger (Nor/IAM) 7. Mark Renshaw (Aus/Etixx-Quickstep) 8. Graham Briggs (GB/JLT Condor) 9. Ruben Zepuntke (Ger/Cannondale-Garmin) 10. Owain Doull (GB/Team Wiggins) General classification: . 1. Edvald Boasson Hagen (Nor/MTN-Qhubeka) 34hrs 52mins 52secs, . 2. Wouter Poels (Ned/Team Sky) +13 secs, . 3. Owain Doull (GB/Team Wiggins) +42secs . 4. Rasmus Guldhammer (Den/Cult Energy Pro Cycling) +43secs . 5. Zdenek Stybar (Cze/Etixx-Quick-Step) +51secs . 6. Ruben Fernandez (Spa/Movistar) same time . 7. Steven Kruijswijk (Ned/Team LottoNL-Jumbo) 8. Dylan van Baarle (Ned/Cannondale-Garmin) +53secs . 9. Chris Anker Sorensen (Den/Tinkoff-Saxo) +59secs . 10. Xandro Meurisse (Bel/An Post - Chainreaction) +1:02 . Selected others: . 18. Peter Kennaugh (GB/Team Sky) +2:51 . 24. Ian Stannard (GB/Team Sky) +38:36 . 87. Bradley Wiggins (GB/Team WIGGINS) +1.31:03 .",Norway's Edvald Boasson Hagen has won the Tour of Britain.,"['The summary states that Edvald Boasson Hagen has won the Tour of Britain, but the text does not mention the Tour of Britain. It only refers to a race with no explicit name provided.']",[],0
